615	1
611	2
607	3
604	4
604	4
601	6
600	7
600	7
598	9
589	10
587	11
585	12
583	13
581	14
580	15
579	16
577	17
577	17
577	17
576	20
575	21
575	21
575	21
575	21
575	21
575	21
574	27
572	28
572	28
572	28
571	31
569	32
569	32
569	32
568	35
567	36
566	37
566	37
565	39
564	40
564	40
564	40
564	40
564	40
563	45
563	45
563	45
563	45
562	49
562	49
562	49
562	49
562	49
562	49
561	55
561	55
561	55
560	58
560	58
560	58
559	61
559	61
558	63
557	64
557	64
557	64
556	67
556	67
556	67
556	67
556	67
555	72
554	73
554	73
554	73
554	73
553	77
553	77
552	79
552	79
552	79
551	82
551	82
551	82
551	82
551	82
550	87
550	87
549	89
549	89
549	89
548	92
547	93
547	93
547	93
547	93
546	97
545	98
545	98
544	101
543	102
543	102
543	102
543	102
543	102
542	107
542	107
541	109
541	109
540	111
540	111
540	111
540	111
540	111
540	111
540	111
540	111
539	119
538	120
538	120
538	120
538	120
538	120
538	120
537	126
537	126
537	126
537	126
537	126
536	131
536	131
536	131
535	135
535	135
535	135
535	135
535	135
534	141
534	141
534	141
534	141
534	141
533	147
533	147
533	147
533	147
532	151
532	151
532	151
532	151
531	155
531	155
530	157
530	157
530	157
530	157
530	157
530	157
529	163
529	163
529	163
528	167
528	167
528	167
527	170
527	170
527	170
526	173
526	173
526	173
526	173
526	173
525	179
525	179
525	179
525	179
524	184
524	184
524	184
524	184
523	188
523	188
523	188
523	188
523	188
523	188
522	195
522	195
522	195
522	195
521	200
521	200
521	200
521	200
520	204
520	204
520	204
520	204
519	209
519	209
518	211
518	211
518	211
518	211
518	211
518	211
517	217
517	217
517	217
517	217
516	221
516	221
516	221
515	224
515	224
515	224
514	228
514	228
514	228
514	228
514	228
514	228
514	228
513	235
513	235
513	235
513	235
513	235
513	235
512	245
512	245
512	245
511	249
511	249
511	249
511	249
511	249
510	254
510	254
510	254
510	254
510	254
510	254
509	260
509	260
509	260
509	260
507	266
507	266
507	266
506	271
506	271
506	271
506	271
506	271
506	271
506	271
506	271
505	281
505	281
505	281
504	284
504	284
504	284
504	284
503	290
503	290
503	290
502	293
502	293
502	293
501	296
501	296
501	296
501	296
501	296
500	302
500	302
500	302
500	302
500	302
499	307
499	307
498	310
498	310
498	310
498	310
498	310
497	315
497	315
497	315
497	315
496	319
496	319
495	323
495	323
495	323
495	323
495	323
495	323
494	331
494	331
494	331
494	331
494	331
494	331
493	337
493	337
493	337
493	337
492	342
492	342
491	346
491	346
491	346
491	346
491	346
491	346
490	352
489	353
489	353
489	353
489	353
489	353
488	360
488	360
487	362
487	362
486	366
486	366
486	366
486	366
486	366
485	371
485	371
485	371
483	376
483	376
483	376
483	376
482	380
482	380
482	380
481	383
480	385
480	385
480	385
479	388
479	388
479	388
479	388
478	392
477	393
477	393
477	393
477	393
477	393
477	393
476	401
475	403
475	403
475	403
475	403
475	403
474	410
474	410
471	418
471	418
471	418
470	421
470	421
470	421
470	421
469	425
469	425
469	425
468	429
467	430
467	430
467	430
467	430
466	434
466	434
466	434
465	438
465	438
465	438
464	441
464	441
463	444
463	444
463	444
463	444
463	444
462	451
462	451
462	451
461	454
461	454
461	454
460	457
458	458
457	460
457	460
456	463
456	463
455	466
454	468
454	468
454	468
451	472
451	472
450	475
450	475
450	475
449	478
448	479
447	481
447	481
447	481
446	486
445	487
445	487
445	487
444	490
443	491
443	491
443	491
443	491
442	495
441	497
440	499
439	501
438	503
437	504
437	504
436	507
434	509
434	509
433	512
433	512
432	516
432	516
431	519
429	521
429	521
427	523
426	525
425	526
425	526
423	528
422	529
422	529
421	531
420	533
419	535
419	535
418	537
415	540
413	541
412	542
412	542
412	542
410	546
409	547
407	548
406	549
405	550
403	552
403	552
403	552
403	552
402	556
400	559
397	561
396	562
394	563
394	563
393	565
392	566
391	567
391	567
390	570
390	570
389	572
388	573
386	574
385	575
384	576
383	577
382	579
381	580
378	581
377	582
376	583
374	586
371	588
370	589
369	590
368	591
367	592
367	592
366	596
365	597
360	599
360	599
359	602
358	603
355	605
355	605
351	608
351	608
350	611
349	612
344	615
340	617
334	618
330	619
329	620
327	622
326	623
321	625
308	627
270	628
213	629
1	630
0	631
0	631
0	631
0	631
0	631
0	631
0	631
0	631
536	131
525	179
523	188
520	204
513	235
513	235
508	265
507	266
507	266
506	271
504	284
501	296
496	319
495	323
493	337
492	342
489	353
487	362
487	362
485	371
477	393
477	393
475	403
474	410
469	425
464	441
463	444
463	444
457	460
456	463
455	466
447	481
440	499
439	501
437	504
433	512
433	512
432	516
431	519
427	523
405	550
400	559
375	585
364	598
352	607
351	608
343	616
329	620
326	623
320	626
0	631
0	631
0	631
0	631
0	631
545	98
535	135
534	141
529	163
526	173
522	195
515	224
513	235
513	235
512	245
509	260
506	271
504	284
499	307
496	319
495	323
492	342
489	353
485	371
481	383
476	401
475	403
474	410
474	410
472	415
472	415
472	415
466	434
458	458
454	468
451	472
448	479
447	481
442	495
441	497
436	507
434	509
421	531
420	533
418	537
416	539
411	545
402	556
401	558
391	567
383	577
376	583
372	587
367	592
367	592
360	599
357	604
349	612
348	614
